"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 26 13:50:14 MSK 2020","Fri Jun 26 13:50:17 MSK 2020","2741","test","test_add_group","","","","test_add_group[None : name KH : headerwAn 3 : footer A5GQBTG5 v46]",""
